bucket_key,seed,is_complete,completed_variants,missing_variants
e11x,762973,True,"baseline,comp_advantage",
e11x,763059,True,"baseline,comp_advantage",
e11x,765827,True,"baseline,comp_advantage",
e11x,766339,True,"baseline,comp_advantage",
e11x,766985,True,"baseline,comp_advantage",
e11x,768859,True,"baseline,comp_advantage",
e11x,769066,True,"baseline,comp_advantage",
e11x,770979,True,"baseline,comp_advantage",
e11x,772641,True,"baseline,comp_advantage",
e11x,774892,True,"baseline,comp_advantage",
e11x,777150,True,"baseline,comp_advantage",
e11x,777731,True,"baseline,comp_advantage",
e11x,782665,True,"baseline,comp_advantage",
e11x,793335,True,"baseline,comp_advantage",
e11x,795054,True,"baseline,comp_advantage",
e11x,796027,True,"baseline,comp_advantage",
e11x,796262,True,"baseline,comp_advantage",
e11x,799339,True,"baseline,comp_advantage",
e11x,800182,True,"baseline,comp_advantage",
e11x,801768,True,"baseline,comp_advantage",
e11x,802904,True,"baseline,comp_advantage",
e11x,810991,True,"baseline,comp_advantage",
e11x,813617,True,"baseline,comp_advantage",
e11x,813854,True,"baseline,comp_advantage",
e11x,818564,True,"baseline,comp_advantage",
e11x,824110,True,"baseline,comp_advantage",
e11x,824466,True,"baseline,comp_advantage",
e11x,824487,True,"baseline,comp_advantage",
e11x,825689,True,"baseline,comp_advantage",
e11x,826006,True,"baseline,comp_advantage",
e11x,827551,True,"baseline,comp_advantage",
e11x,828273,True,"baseline,comp_advantage",
e11x,829835,True,"baseline,comp_advantage",
e11x,830943,True,"baseline,comp_advantage",
e11x,831040,True,"baseline,comp_advantage",
e11x,834777,True,"baseline,comp_advantage",
e11x,838648,True,"baseline,comp_advantage",
e11x,840701,True,"baseline,comp_advantage",
e11x,840905,True,"baseline,comp_advantage",
e11x,842827,True,"baseline,comp_advantage",
e11x,844102,True,"baseline,comp_advantage",
e11x,846854,True,"baseline,comp_advantage",
e11x,846927,True,"baseline,comp_advantage",
e11x,847050,True,"baseline,comp_advantage",
e11x,850253,True,"baseline,comp_advantage",
e11x,853702,True,"baseline,comp_advantage",
e11x,853922,True,"baseline,comp_advantage",
e11x,854725,True,"baseline,comp_advantage",
e11x,855755,True,"baseline,comp_advantage",
e11x,861434,True,"baseline,comp_advantage",
e11x,861602,True,"baseline,comp_advantage",
e11x,861718,True,"baseline,comp_advantage",
