vnf_type_min,vnf_type_max,seed,HEFT,DHEFT,NHEFT,time_sec
1,20,5407,1934.0915999999968,86.55869999999999,19.69258309982789,3.2734360694885254
1,20,3782,2113.6194000000037,93.98899999999992,20.232103000000013,3.885040044784546
1,20,5410,1747.7761999999987,82.8311,21.143100727272728,3.7019131183624268
1,20,8428,2020.2879999999977,94.81750000000004,19.572002999999995,3.6084468364715576
1,20,7236,2085.046300000002,94.06909999999986,18.298701999999995,3.807447910308838
1,20,2085,1684.328499999999,89.9256999999999,19.90592857078986,2.828518867492676
1,20,2139,1808.2172000000032,90.31539999999998,17.042502,3.9838500022888184
1,20,6801,1884.0950999999993,84.74550000000002,21.923528330617,3.927135944366455
1,20,6820,2063.6918000000005,98.91980000000007,18.526702000000004,4.148327827453613
1,20,3830,2267.4625999999967,98.24610000000001,23.968173093023264,3.2530081272125244
1,20,7975,1946.0254999999995,89.97689999999994,18.626358198347113,3.047435998916626
1,20,3469,2119.4087000000004,98.77740000000001,22.258501999999993,3.3959157466888428
1,20,1454,1761.416200000001,80.9305,17.442503000000002,3.1051509380340576
1,20,2573,1829.1561999999994,85.58190000000002,18.687664380281685,2.910325050354004
1,20,3931,1952.5646999999997,94.86490000000002,18.721342554833175,3.4075679779052734
1,20,5445,1971.8371999999963,92.80880000000005,20.24388426779251,3.041116952896118
1,20,5745,1854.4458999999927,86.47150000000003,22.373487314685313,3.1930487155914307
1,20,7167,2110.143200000003,93.83080000000001,22.760403999999998,3.975045919418335
1,20,7597,2143.853899999995,95.51280000000001,21.62145949546828,3.3771958351135254
1,20,7005,2089.607700000003,93.4205,20.26240200000001,3.309087038040161
1,20,3239,1927.1063000000024,92.60489999999999,19.734601999999995,2.888153076171875
1,20,4331,1937.4381000000003,90.24080000000019,20.166303,3.1739940643310547
1,20,5960,1903.4674999999995,85.14749999999994,18.003434333333335,3.371785879135132
1,20,1284,1947.358000000003,88.18500000000002,25.876403,3.2229061126708984
1,20,2402,2187.6511000000073,96.05099999999993,21.655403,3.436414957046509
1,20,8146,1982.3687999999966,87.72870000000002,18.259517013628624,3.5558037757873535
1,20,1786,2091.4932999999946,95.22600000000006,22.240903,2.76210880279541
1,20,8911,2018.3066000000001,92.78470000000004,18.092001999999994,3.4192118644714355
1,20,7510,1974.911500000001,95.94099999999999,23.491905000000003,2.653524875640869
1,20,6556,2101.9254999999985,96.16430000000004,24.344603000000003,2.836422920227051
1,20,5726,1915.117100000006,85.20110000000004,19.531585869692524,3.6559338569641113
1,20,2935,2011.1064999999928,85.91319999999996,17.076802,4.088659763336182
1,20,7223,2201.155399999995,100.74700000000007,21.56647204377104,3.1145241260528564
1,20,1405,2009.8512999999982,91.21219999999992,19.636601999999996,3.149285078048706
1,20,6792,1988.976599999994,92.74989999999991,22.334607194690264,2.9121017456054688
1,20,7527,2077.843600000001,95.52490000000002,21.55283283573487,2.5926482677459717
1,20,3965,1948.1100000000001,95.74739999999998,19.267454987598647,2.728663206100464
1,20,9686,1886.2059000000006,85.27160000000006,17.59922650911039,2.7209999561309814
1,20,2054,1954.1246000000033,86.06009999999995,22.413103,3.450193166732788
1,20,7502,1948.873700000003,87.8788,19.642915849964098,3.269239902496338
1,20,5872,1916.645099999995,94.95260000000007,18.66107443173432,3.199561357498169
1,20,1751,2037.0935000000052,89.1739,18.922201,3.2396161556243896
1,20,5095,2034.046899999998,88.97700000000005,19.10210033726813,2.966376781463623
1,20,8465,2122.4279000000033,95.97469999999998,19.084702999999998,3.175219774246216
1,20,8504,2196.6280999999967,100.19179999999994,19.79803012842713,3.125833034515381
1,20,8819,2205.3933000000034,97.1594,19.865502,2.984204053878784
1,20,4921,1946.1151999999965,87.65890000000005,25.44144610339257,3.2210140228271484
