vnf_image_size_min,vnf_image_size_max,seed,HEFT,DHEFT,NHEFT,time_sec
5000,7000,9808,23390.297399999978,986.1751000000003,141.37893499074076,4.657320261001587
5000,7000,5407,23336.513199999976,983.5322999999997,120.03561966666666,3.2089736461639404
5000,7000,3782,23314.227400000127,1026.4708,121.34036766666665,4.117432117462158
5000,7000,5410,21834.207199999997,965.2485999999999,123.81456766666665,3.6224100589752197
5000,7000,8428,22905.174900000016,1021.0825000000001,123.6619145412037,3.5021400451660156
5000,7000,7236,23438.231999999924,1024.907,115.98685244999999,3.609196662902832
5000,7000,2085,20466.15019999998,989.6658000000003,122.47192389937496,2.853976011276245
5000,7000,2139,21414.273600000008,999.6442,110.12473433333331,4.182694911956787
5000,7000,6801,22774.744800000088,980.9396999999999,120.15718944444447,4.028029203414917
5000,7000,6820,23188.981599999966,1026.7991000000002,122.09706766666665,4.653741836547852
5000,7000,3830,24830.19119999994,1046.2013000000004,126.00229980800539,3.8795788288116455
5000,7000,7975,22517.20519999997,1004.4990999999997,107.07925251645828,3.3255579471588135
5000,7000,3469,23744.590599999967,1027.8579999999995,111.22605328205125,4.003886938095093
5000,7000,1454,21675.74359999999,970.2550000000005,109.46980099999995,3.7857956886291504
5000,7000,2573,22066.661199999984,981.9190999999996,102.42615317499995,3.638422966003418
5000,7000,3931,21985.39080000002,1030.0761,108.94263184863524,4.154983758926392
5000,7000,5445,23284.476900000067,992.6438999999998,117.51773433333331,3.8628101348876953
